Marca;Cilindros;Potencia (HP);Tamaño (L);R. Ciudad (km/l);R. Carr. (km/l);R. Comb. (km/l);R. Ajust. (km/l);CO2(g/km);Calificación Gas Ef. Inv.
AUDI;6;333;3;9,23;12,05;11,66;8,75;267;4
MAZDA;4;244;2,3;9,2;13,5;10,74;8,05;289;3
MAZDA;4;244;2,3;9,2;13,5;10,74;8,05;289;3
BMW;8;575;4,4;9,2;11,1;11,3;8,48;275;4
DODGE;6;290;3,6;9,19;15,3;11,2;8,4;277;4
JEEP;6;290;3,6;9,19;14,87;11,1;8,32;280;4
MERCEDES;6;367;3;9,17;13,89;12,19;9,14;255;5
MERCEDES;6;302;3,5;9,17;14,08;10,88;8,16;286;4
MERCEDES;6;302;3,5;9,17;14,08;10,88;8,16;286;4
KIA;6;290;3,3;9,15;14,89;11,07;8,3;281;4
KIA;6;290;3,3;9,15;14,89;11,07;8,3;281;4
KIA;6;290;3,3;9,15;14,89;11,07;8,3;281;4
CADILLAC;6;265;3;9,14;13,31;10,64;7,98;292;3
CADILLAC;6;308;3,6;9,14;13,31;10,64;7,98;292;3
CHEVROLET;6;264;3;9,13;14,52;10,96;8,22;284;4
LINCOLN;6;305;3,7;9,1;13,5;10,66;8;292;3
LINCOLN;6;305;3,7;9,1;13,5;10,66;8;292;3
LINCOLN;6;305;3,7;9,1;13,5;10,66;8;292;3
LINCOLN;6;305;3,7;9,1;13,5;10,66;8;292;3
LINCOLN;6;305;3,7;9,1;13,5;10,66;8;292;3
FORD;6;315;2,7;9,1;13,5;10,66;8;292;3
FORD;6;315;2,7;9,1;13,5;10,66;8;292;3
FORD;6;315;2,7;9,1;13,5;10,66;8;292;3
DODGE;4;174;2,4;9,09;12,99;10,51;7,88;296;3
MERCEDES;6;302;3,5;9,09;14,08;10,82;8,11;287;4
DODGE;4;128;2,4;9,07;13,02;10,5;7,88;296;3
DODGE;4;128;2,4;9,07;13,02;10,5;7,88;296;3
CHEVROLET;6;264;3;9,04;14,92;10,99;8,24;283;4
CHEVROLET;6;264;3;9,04;14,92;10,99;8,24;283;4
TOYOTA;6;269;3,5;9,01;13,3;10,54;7,91;295;3
TOYOTA;6;269;3,5;9,01;13,3;10,54;7,91;295;3
TOYOTA;6;269;3,5;9,01;13,3;10,54;7,91;295;3
TOYOTA;6;269;3,5;9,01;13,3;10,54;7,91;295;3
MITSUBISHI;6;215;3,8;9,01;13,57;10,62;7,96;293;3
MERCEDES;6;333;3;9,01;13,51;11,95;8,96;260;5
MERCEDES;6;333;3;9,01;13,51;11,95;8,96;260;5
MERCEDES;6;333;3;9,01;13,51;11,95;8,96;260;5
ACURA;4;240;2,3;9;13,4;10,56;7,92;294;3
ACURA;4;240;2,3;9;13,4;10,56;7,92;294;3
FORD;4;114;2,4;9;12,6;11,67;8,76;306;3
FORD;4;114;2,4;9;12,6;11,67;8,76;306;3
RENAULT;4;115;2;9;11,4;11,28;8,46;276;4
NISSAN;4;127;2,5;9;13,8;12,03;9,02;297;3
RENAULT;4;115;2;9;11,4;11,28;8,46;276;4
NISSAN;4;127;2,5;9;13,8;12,03;9,02;297;3
NISSAN;4;127;2,5;9;13,8;12,03;9,02;297;3
NISSAN;4;127;2,5;9;13,8;12,03;9,02;297;3
GMC;6;264;3;8,99;14,69;10,89;8,17;285;4
FORD;6;290;3,5;8,97;14,52;10,84;8,13;287;4
FORD;6;290;3,5;8,97;14,52;10,84;8,13;287;4
INFINITI;6;265;3,5;8,97;12,8;10,37;7,77;300;3
INFINITI;6;265;3,5;8,97;12,8;10,37;7,77;300;3
INFINITI;6;265;3,5;8,97;12,8;10,37;7,77;300;3
INFINITI;6;265;3,5;8,97;12,8;10,37;7,77;300;3
INFINITI;6;265;3,5;8,97;12,8;10,37;7,77;300;3
INFINITI;6;265;3,5;8,97;12,8;10,37;7,77;300;3
INFINITI;6;265;3,5;8,97;12,8;10,37;7,77;300;3
INFINITI;6;265;3,5;8,97;12,8;10,37;7,77;300;3
MITSUBISHI;6;220;3;8,95;13,29;10,49;7,87;296;3
MITSUBISHI;6;220;3;8,95;13,29;10,49;7,87;296;3
MITSUBISHI;6;220;3;8,95;13,29;10,49;7,87;296;3
GMC;6;301;3,6;8,93;15,87;11,12;8,34;280;4
GMC;6;301;3,6;8,93;15,87;11,12;8,34;280;4
GMC;6;301;3,6;8,93;15,87;12,49;9,36;249;5
GMC;6;301;3,6;8,93;15,87;12,49;9,36;249;5
BMW;6;306;3;8,93;13,51;11,89;8,92;261;4
BMW;6;306;3;8,93;13,51;11,89;8,92;261;4
BMW;6;306;3;8,93;13,51;11,89;8,92;261;4
DODGE;4;174;2,4;8,93;12,82;10,34;7,76;301;3
MERCEDES;4;245;2;8,93;11,9;11,4;8,55;273;4
MERCEDES;4;245;2;8,93;11,9;11,4;8,55;273;4
MERCEDES;6;367;3;8,93;13,7;11,94;8,96;260;5
BMW;6;258;3;8,92;14,08;12,04;9,03;258;5
BMW;6;306;3;8,92;13,51;11,88;8,91;262;4
LINCOLN;6;335;2,7;8,92;14,41;10,76;8,07;289;3
PORSCHE;6;300;3,6;8,91;14,02;10,66;7,99;292;3
FORD;6;290;3,5;8,9;13,3;10,46;7,84;297;3
FORD;6;290;3,5;8,9;13,3;10,46;7,84;297;3
FORD;6;290;3,5;8,9;13,3;10,46;7,84;297;3
FORD;6;290;3,5;8,9;13,3;10,46;7,84;297;3
PORSCHE;6;420;3,6;8,9;13,7;10,57;7,92;294;3
PORSCHE;6;420;3,6;8,9;13,7;10,57;7,92;294;3
BMW;6;306;3;8,9;13,5;11,86;8,9;262;4
BMW;6;306;3;8,9;14,5;12,13;9,1;256;5
BMW;6;306;3;8,9;14,5;12,13;9,1;256;5
DODGE;4;128;2,4;8,87;12,79;10,29;7,72;302;3
DODGE;4;128;2,4;8,87;12,79;10,29;7,72;302;3
AUDI;6;270;3,2;8,85;15,39;12,3;9,23;253;5
PORSCHE;6;240;3;8,85;13,61;11,85;8,89;302;3
BMW;6;306;3;8,85;14,49;12,09;9,06;257;5
BMW;6;306;3;8,85;14,49;12,09;9,06;257;5
BMW;6;360;3;8,85;14,29;12,04;9,03;258;5
VOLVO;4;200;2;8,84;14,49;12,08;9,06;257;5
VOLVO;4;240;2;8,84;14,49;12,08;9,06;257;5
VOLVO;4;240;2;8,84;14,49;12,08;9,06;257;5
ACURA;6;304;3,7;8,8;13,2;10,35;7,76;300;3
TOYOTA;6;260;4;8,8;12,7;10,21;7,66;304;3
RENAULT;4;169;2,5;8,8;14,01;11,92;8,94;261;5
RENAULT;4;169;2,5;8,8;14,01;11,92;8,94;261;5
TOYOTA;6;260;4;8,8;12,7;10,21;7,66;304;3
TOYOTA;6;260;4;8,8;12,7;10,21;7,66;304;3
ACURA;6;304;3,7;8,8;13,2;10,35;7,76;300;3
RENAULT;4;169;2,5;8,8;14,01;11,92;8,94;261;5
RENAULT;4;169;2,5;8,8;14,01;11,92;8,94;261;5
TOYOTA;6;260;4;8,8;12,7;10,21;7,66;304;3
TOYOTA;6;260;4;8,8;12,7;10,21;7,66;304;3
RENAULT;4;169;2,5;8,8;14,01;11,92;8,94;261;5
RENAULT;4;169;2,5;8,8;14,01;11,92;8,94;261;5
TOYOTA;6;260;4;8,8;12,7;10,21;7,66;304;3
TOYOTA;6;260;4;8,8;12,7;10,21;7,66;304;3
RENAULT;4;169;2,5;8,8;14,01;11,92;8,94;261;5
FORD;6;290;3,5;8,8;13,3;10,38;7,79;299;3
RENAULT;4;169;2,5;8,8;14,01;11,92;8,94;261;5
BMW;6;360;3;8,8;14,3;12;9;259;5
BMW;8;575;4,4;8,8;11,1;11,03;8,28;282;4
CHEVROLET;6;281;3,6;8,78;14,03;10,56;7,92;294;3
MERCEDES;6;302;3,5;8,77;14,08;11,92;8,94;261;5
CHEVROLET;6;281;3,6;8,76;14,03;10,54;7,91;295;3
GMC;6;286;3,6;8,76;14,03;10,54;7,91;295;3
GMC;6;288;3,6;8,76;14,03;10,54;7,91;295;3
CHEVROLET;6;281;3,6;8,76;14,03;10,54;7,91;295;3
GMC;6;288;3,6;8,76;14,03;10,54;7,91;295;3
CHEVROLET;6;281;3,6;8,76;14,03;10,54;7,91;295;3
CHEVROLET;6;281;3,6;8,76;14,03;10,54;7,91;295;3
GMC;6;288;3,6;8,76;14,03;10,54;7,91;295;3
CHEVROLET;6;281;3,6;8,76;14,03;10,54;7,9;295;3
GMC;6;288;3,6;8,76;14,03;10,54;7,9;295;3
MITSUBISHI;6;197;3,5;8,75;12,26;10,04;7,53;310;3
MITSUBISHI;6;219;3;8,75;12,26;11,38;8,54;273;4
MITSUBISHI;6;219;3;8,75;12,26;11,38;8,54;273;4
GMC;6;301;3,6;8,71;14,45;10,6;7,95;293;3
GMC;6;301;3,6;8,71;14,45;10,6;7,95;293;3
GMC;6;301;3,6;8,71;14,45;10,6;7,95;293;3
MAZDA;6;273;3,7;8,7;13,1;10,25;7,69;303;3
MAZDA;6;273;3,7;8,7;13,1;10,25;7,69;303;3
PORSCHE;6;300;3,6;8,7;13,8;10,44;7,83;298;3
MERCEDES;6;302;3,5;8,7;14,08;11,86;8,89;262;4
DODGE;6;283;3,6;8,67;14,42;10,57;7,92;294;3
CADILLAC;6;308;3,6;8,66;15,02;10,7;8,02;291;3
CADILLAC;6;308;3,6;8,66;15,02;10,7;8,02;291;3
CADILLAC;6;308;3,6;8,66;15,02;10,7;8,02;291;3
CADILLAC;6;308;3,6;8,66;15,02;10,7;8,02;291;3
CADILLAC;6;308;3,6;8,66;15,02;10,7;8,02;291;3
VW;6;236;3;8,62;12,66;11,41;8,55;313;3
VW;6;245;3;8,62;12,66;11,41;8,55;313;3
VW;6;245;3;8,62;12,66;11,41;8,55;313;3
PEUGEOT;4;161;1,6;8,62;15,38;12,1;9,08;257;5
PEUGEOT;4;161;1,6;8,62;15,38;12,1;9,08;257;5
PEUGEOT;4;161;1,6;8,62;15,38;12,1;9,08;257;5
PEUGEOT;4;161;1,6;8,62;15,38;12,1;9,08;257;5
INFINITI;6;327;3,7;8,6;13,1;10,17;7,63;306;3
INFINITI;6;327;3,7;8,6;13,1;10,17;7,63;306;3
LAND ROVER;4;122;2,2;8,6;11;10,86;8,14;329;2
LAND ROVER;4;122;2,2;8,6;11;10,86;8,14;329;2
INFINITI;6;324;3,7;8,6;13,1;10,17;7,63;306;3
INFINITI;6;324;3,7;8,6;12,8;10,09;7,57;308;3
JEEP;6;283;3,6;8,59;12,04;9,86;7,4;315;3
JEEP;6;283;3,6;8,59;12,04;9,86;7,4;315;3
CHEVROLET;6;264;3;8,58;13,14;10,17;7,63;306;3
PORSCHE;6;333;3;8,53;11,88;11,1;8,32;280;4
BUICK;6;288;3,6;8,5;13,43;10,18;7,64;305;3
GMC;6;288;3,6;8,5;13,43;10,18;7,64;305;3
GMC;6;288;3,6;8,5;13,43;10,18;7,64;305;3
LINCOLN;6;305;3,7;8,5;13,1;10,1;7,57;308;3
GMC;6;286;3,6;8,5;13,43;10,18;7,64;305;3
GMC;6;288;3,6;8,5;13,43;10,18;7,64;305;3
SUBARU;6;256;3,6;8,5;12,5;9,93;7,45;313;3
BUICK;6;288;3,6;8,5;13,43;10,18;7,64;305;3
GMC;6;288;3,6;8,5;13,43;10,18;7,64;305;3
GMC;6;288;3,6;8,5;13,43;10,18;7,64;305;3
BUICK;6;288;3,6;8,5;13,43;10,18;7,64;305;3
BUICK;6;288;3,6;8,5;13,43;10,18;7,64;305;3
GMC;6;288;3,6;8,5;13,43;10,18;7,64;305;3
VW;8;360;4,2;8,5;13,3;10,15;7,61;306;3
CHEVROLET;6;257;3,6;8,42;13,18;10,05;7,54;309;3
CADILLAC;6;308;3,6;8,41;13,39;10,1;7,58;308;3
CADILLAC;6;308;3,6;8,41;13,39;10,1;7,58;308;3
CADILLAC;6;308;3,6;8,41;13,39;10,1;7,58;308;3
MAZDA;6;274;3,7;8,4;13;9,99;7,49;311;3
TOYOTA;6;266;3,5;8,4;12,7;9,91;7,43;314;3
INFINITI;6;303;3,5;8,4;12,7;9,91;7,43;314;3
TOYOTA;6;266;3,5;8,4;12,7;9,91;7,43;314;3
TOYOTA;6;266;3,5;8,4;12,7;9,91;7,43;314;3
VW;6;379;3;8,4;11,76;10,97;8,22;283;4
MAZDA;6;273;3,7;8,4;12,9;9,96;7,47;312;3
VW;8;360;4,2;8,4;13,3;10,07;7,55;309;3
VW;8;360;4,2;8,4;13,3;10,07;7,55;309;3
CHRYSLER;6;283;3,6;8,32;13,14;9,96;7,47;312;3
MITSUBISHI;6;223;3;8,32;12,65;9,83;7,38;316;3
FORD;6;365;3,5;8,32;12,98;9,92;7,44;313;3
PORSCHE;6;440;3,6;8,3;13,1;9,94;7,45;313;3
PORSCHE;6;440;3,6;8,3;13,1;9,94;7,45;313;3
BUICK;6;288;3,6;8,29;13,14;9,94;7,46;313;3
BUICK;6;288;3,6;8,29;13,14;9,94;7,46;313;3
AUDI;6;333;3;8,2;12,6;9,73;7,3;320;3
VW;6;280;3,6;8,2;13;9,83;7,38;316;3
VW;6;280;3,6;8,2;13;9,83;7,38;316;3
DODGE;6;283;3,6;8,19;13,51;11,29;8,47;275;4
DODGE;6;283;3,6;8,17;13,6;9,96;7,47;312;3
DODGE;6;283;3,6;8,15;13,57;9,94;7,45;313;3
DODGE;6;283;3,6;8,15;13,57;9,94;7,45;313;3
DODGE;6;283;3,6;8,15;13,57;9,94;7,45;313;3
DODGE;6;283;3,6;8,15;13,57;9,94;7,45;313;3
BMW;6;258;3;8,13;14,08;11,38;8,53;273;4
AUDI;6;270;3,2;8,13;13,16;11,15;8,36;279;4
AUDI;6;333;3;8,13;12,64;11,01;8,26;282;4
DODGE;6;283;3,6;8,12;13,04;9,78;7,34;318;3
DODGE;6;283;3,6;8,12;13,04;9,78;7,34;318;3
PORSCHE;8;400;4,8;8,12;12,95;9,76;7,32;319;3
PORSCHE;8;420;4,8;8,12;12,95;9,76;7,32;319;3
FORD;6;290;3,5;8,11;12,78;9,71;7,28;320;3
FORD;6;290;3,5;8,11;12,78;9,71;7,28;320;3
MITSUBISHI;6;247;3,8;8,1;11,26;9,27;6,95;335;2
MITSUBISHI;6;247;3,8;8,1;11,26;9,27;6,95;335;2
MITSUBISHI;6;247;3,8;8,1;11,26;9,27;6,95;335;2
TOYOTA;6;270;3,5;8,1;10,6;9,06;6,8;343;1
TOYOTA;6;270;3,5;8,1;10,6;9,06;6,8;343;1
JEEP;6;210;3,7;8,05;12,84;9,67;7,26;321;3
CHEVROLET;8;355;5,3;8,04;13,99;9,94;7,46;313;3
CHEVROLET;8;355;5,3;8,04;13,99;9,94;7,46;313;3
CHEVROLET;8;355;5,3;8,04;13,99;9,94;7,46;313;3
CHEVROLET;8;355;5,3;8,04;13,99;9,94;7,46;313;3
CHEVROLET;8;355;5,3;8,04;13,99;9,94;7,46;313;3
DODGE;4;99;2,5;8;11,62;10,62;7,97;337;2
DODGE;4;99;2,5;8;11,62;10,62;7,97;337;2
DODGE;4;99;2,5;8;11,62;10,62;7,97;337;2
PORSCHE;8;400;4,8;8;12,7;9,6;7,2;324;2
PORSCHE;8;420;4,8;8;12,7;9,6;7,2;324;2
FORD;6;280;3,5;8;11,4;9,24;6,93;336;2
DODGE;4;99;2,5;8;11,63;10,62;7,97;336;2
FORD;6;305;3,7;7,99;12,55;9,55;7,16;325;2
FORD;6;305;3,7;7,99;12,55;9,55;7,16;325;2
CHEVROLET;8;355;5,3;7,98;13,76;9,84;7,38;316;3
JEEP;6;271;3,2;7,97;13,46;9,76;7,32;318;3
DODGE;6;290;3,6;7,94;12,97;9,62;7,21;323;2
DODGE;6;290;3,6;7,94;12,97;9,62;7,21;323;2
JEEP;6;290;3,6;7,94;12,97;9,62;7,21;323;2
JEEP;6;290;3,6;7,94;12,97;9,62;7,21;323;2
DODGE;6;290;3,6;7,92;13,24;9,67;7,25;322;3
DODGE;6;290;3,6;7,92;13,24;9,67;7,25;322;3
CHEVROLET;8;355;5,3;7,91;13,44;9,71;7,28;320;3
CHEVROLET;8;355;5,3;7,91;13,44;9,7;7,28;320;3
CHEVROLET;8;355;5,3;7,91;13,44;9,7;7,28;320;3
CHEVROLET;8;355;5,3;7,91;13,44;9,7;7,28;320;3
CHEVROLET;8;355;5,3;7,91;13,44;9,7;7,28;320;3
MAZDA;6;274;3,7;7,9;12,2;9,39;7,04;331;2
LAND ROVER;4;237;2;7,9;13,5;11,04;8,28;282;4
LAND ROVER;4;237;2;7,9;13,5;11,04;8,28;282;4
LAND ROVER;4;237;2;7,9;13,5;11,04;8,28;282;4
LAND ROVER;4;237;2;7,9;13,5;11,04;8,28;282;4
JEEP;6;271;3,2;7,9;13,4;11,02;8,26;282;4
LAND ROVER;4;237;2;7,9;13,5;11,04;8,28;282;4
LAND ROVER;4;237;2;7,9;13,5;11,04;8,28;282;4
JEEP;6;285;3,6;7,9;11,96;10,64;7,98;292;3
JEEP;6;285;3,6;7,9;11,96;9,32;6,99;333;2
DODGE;6;290;3,6;7,9;12,9;10,89;8,17;285;4
PORSCHE;8;520;4,8;7,9;11,9;9,31;6,98;334;2
PORSCHE;8;570;4,8;7,9;12;9,34;7;333;2
JEEP;6;285;3,6;7,9;11,96;9,32;6,99;333;2
PORSCHE;8;520;4,8;7,9;11,9;9,31;6,98;334;2
PORSCHE;8;570;4,8;7,9;12;9,34;7;333;2
HYUNDAI;4;190;2,4;7,9;11;9,05;6,79;344;1
MERCEDES;4;150;2,1;7,87;9,59;9,85;7,39;363;1
CHEVROLET;6;195;4,3;7,87;11,73;9,24;6,93;337;2
CHEVROLET;6;195;4,3;7,87;11,69;9,23;6,92;337;2
CHEVROLET;6;195;4,3;7,87;11,73;9,24;6,93;337;2
CHEVROLET;6;281;3,6;7,86;13,09;9,59;7,19;324;2
CHEVROLET;8;355;5,3;7,86;13,87;9,77;7,32;318;3
CHEVROLET;8;355;5,3;7,86;13,87;9,77;7,32;318;3
CHEVROLET;8;355;5,3;7,85;13,87;9,76;7,32;319;3
JEEP;6;280;3,6;7,84;12,5;9,42;7,07;330;2
JEEP;6;290;3,6;7,84;12,5;9,42;7,07;330;2
JEEP;6;290;3,6;7,84;12,5;9,42;7,07;330;2
MITSUBISHI;6;247;3,8;7,83;11,35;9,1;6,83;342;2
AUDI;8;340;4,2;7,81;12,2;10,64;7,98;336;2
DODGE;4;99;2,5;7,81;11,76;10,52;7,89;340;2
DODGE;4;99;2,5;7,81;11,76;10,51;7,88;340;2
DODGE;4;99;2,5;7,81;11,76;10,51;7,88;340;2
AUDI;8;340;4,2;7,81;12,2;10,64;7,98;336;2
DODGE;4;99;2,5;7,81;11,76;10,51;7,88;340;2
JEEP;6;290;3,6;7,81;12,5;10,72;8,04;290;3
NISSAN;6;266;4;7,8;12,7;9,44;7,08;329;2
NISSAN;6;266;4;7,8;12,7;9,44;7,08;329;2
BMW;8;575;4,4;7,8;12,4;9,36;7,02;332;2
LINCOLN;6;305;3,7;7,79;11,79;9,19;6,89;338;2
LINCOLN;6;305;3,7;7,79;11,79;9,19;6,89;338;2
LINCOLN;6;305;3,7;7,79;11,79;9,19;6,89;338;2
CHEVROLET;8;320;5,3;7,78;12,49;9,37;7,03;332;2
CHEVROLET;8;320;5,3;7,78;12,49;9,37;7,03;332;2
CADILLAC;8;425;6,2;7,78;12,46;9,36;7,02;332;2
GMC;8;420;6,2;7,78;12,46;9,36;7,02;332;2
LINCOLN;6;365;3,5;7,78;11,59;9,13;6,84;341;2
FORD;6;365;3,5;7,75;12,03;9,23;6,92;337;2
FORD;6;365;3,5;7,75;12,03;9,23;6,92;337;2
FORD;6;365;3,5;7,75;12,03;9,23;6,92;337;2
AUDI;8;340;4,2;7,75;12,04;10,54;7,91;339;2
CHEVROLET;8;355;5,3;7,74;13,41;9,56;7,17;325;2
CADILLAC;8;425;6,2;7,74;11,78;9,15;6,86;340;2
GMC;8;425;6,2;7,74;11,78;9,15;6,86;340;2
CHEVROLET;8;355;5,3;7,74;13,41;9,55;7,17;325;2
CHEVROLET;8;355;5,3;7,74;13,41;9,55;7,17;325;2
CHEVROLET;8;355;5,3;7,74;13,41;9,55;7,17;325;2
TOYOTA;6;270;3,5;7,7;10,2;8,65;6,49;359;1
TOYOTA;6;270;3,5;7,7;10,2;8,65;6,49;359;1
TOYOTA;6;270;3,5;7,7;10,2;8,65;6,49;359;1
NISSAN;4;145;2,5;7,7;11,7;9,1;6,83;342;2
NISSAN;4;145;2,5;7,7;11,7;9,1;6,83;342;2
NISSAN;4;145;2,5;7,7;11,7;9,1;6,83;342;2
NISSAN;4;145;2,5;7,7;11,7;9,1;6,83;342;2
BMW;8;575;4,4;7,7;12,2;9,23;6,92;337;2
BMW;8;450;4,4;7,7;12,8;10,7;8,03;291;3
BUICK;6;288;3,6;7,69;12,8;9,38;7,03;332;2
CHEVROLET;8;320;5,3;7,69;12,28;9,25;6,93;336;2
BMW;8;450;4,4;7,69;12,82;10,7;8,02;291;3
MERCEDES;6;301;3;7,66;10,2;9,92;7,44;314;3
MERCEDES;6;301;3;7,66;10,2;9,92;7,44;314;3
GMC;8;420;6,2;7,65;12,16;9,18;6,89;339;2
LINCOLN;6;365;3,5;7,64;11,17;8,91;6,68;349;1
CHRYSLER;6;283;3,6;7,63;13,79;9,55;7,16;326;2
CHRYSLER;6;283;3,6;7,63;13,79;9,55;7,16;326;2
CHRYSLER;6;283;3,6;7,63;13,79;9,55;7,16;326;2
CHRYSLER;6;283;3,6;7,63;13,79;9,55;7,16;326;2
BMW;8;450;4,4;7,63;12,82;10,65;7,98;292;3
CHRYSLER;6;283;3,6;7,63;13,79;9,55;7,16;326;2
FORD;6;365;3,5;7,63;11,63;9,03;6,77;344;1
LAND ROVER;4;120;2,5;7,6;10,6;10;7,5;357;1
LAND ROVER;4;120;2,5;7,6;10,6;10;7,5;357;1
NISSAN;4;145;2,5;7,6;11,6;10,3;7,73;302;3
NISSAN;4;145;2,5;7,6;11,6;10,3;7,73;302;3
NISSAN;4;145;2,5;7,6;11,6;10,3;7,73;302;3
NISSAN;4;145;2,5;7,6;11,6;10,3;7,73;302;3
BMW;8;450;4,4;7,6;12,8;10,62;7,96;293;3
PORSCHE;8;500;4,8;7,59;12,94;9,32;6,99;333;2
PORSCHE;8;550;4,8;7,59;12,94;9,32;6,99;333;2
CHEVROLET;8;355;5,3;7,59;12,98;9,33;7;333;2
BMW;6;306;3;7,57;12,05;10,4;7,8;299;3
BMW;6;306;3;7,57;12,05;10,4;7,8;299;3
BMW;6;306;3;7,57;12,05;10,4;7,8;299;3
BMW;6;306;3;7,57;12,04;10,4;7,8;299;3
BMW;6;306;3;7,57;12,05;10,4;7,8;299;3
BMW;6;306;3;7,57;12,05;10,4;7,8;299;3
PORSCHE;6;300;3,6;7,57;12,5;9,2;6,9;338;2
CADILLAC;8;425;6,2;7,57;11,82;9,03;6,77;344;1
CADILLAC;8;425;6,2;7,57;11,82;9,03;6,77;344;1
NISSAN;6;266;4;7,5;11,6;8,92;6,69;349;1
NISSAN;6;266;4;7,5;11,6;8,92;6,69;349;1
NISSAN;4;145;2,5;7,5;10,9;8,72;6,54;356;1
NISSAN;4;145;2,5;7,5;10,9;8,72;6,54;356;1
NISSAN;4;145;2,5;7,5;10,9;8,72;6,54;356;1
NISSAN;4;145;2,5;7,5;10,9;8,72;6,54;356;1
LAND ROVER;4;237;2;7,4;13,3;10,56;7,92;294;3
LINCOLN;6;365;3,5;7,39;11,11;8,7;6,53;357;1
FORD;8;300;5,4;7,36;11,85;8,87;6,65;350;1
FORD;8;300;5,4;7,36;11,85;8,87;6,65;350;1
MERCEDES;6;228;3;7,35;12,04;10,21;7,66;304;3
MERCEDES;6;228;3;7,35;12,05;10,22;7,66;304;3
MERCEDES;6;228;3;7,35;12,05;10,22;7,66;304;3
LAND ROVER;4;122;2,2;7,35;10,3;9,72;7,29;368;1
LAND ROVER;4;122;2,2;7,35;10,3;9,72;7,29;368;1
CADILLAC;8;420;6,2;7,35;11,81;8,85;6,64;351;1
CADILLAC;8;420;6,2;7,35;11,81;8,85;6,64;351;1
INFINITI;8;390;5;7,33;11,17;8,67;6,5;359;1
FORD;8;300;5,4;7,3;11,5;8,74;6,55;356;1
NISSAN;4;144;2,5;7,3;10,5;8,46;6,35;367;0
NISSAN;4;144;2,5;7,3;10,5;8,46;6,35;367;0
NISSAN;4;144;2,5;7,3;10,5;8,46;6,35;367;0
NISSAN;4;144;2,5;7,3;10,5;8,46;6,35;367;0
NISSAN;4;144;2,5;7,3;10,5;8,46;6,35;367;0
NISSAN;4;144;2,5;7,3;10,5;8,46;6,35;367;0
INFINITI;8;390;5;7,3;11,2;8,66;6,49;359;1
FORD;8;300;5,4;7,3;11,5;8,74;6,55;356;1
NISSAN;4;144;2,5;7,3;10,5;8,46;6,35;367;0
NISSAN;4;144;2,5;7,3;10,5;8,46;6,35;367;0
NISSAN;4;144;2,5;7,3;10,5;8,46;6,35;367;0
FORD;8;300;5,4;7,3;11,5;8,74;6,55;356;1
INFINITI;8;390;5;7,3;11,2;8,66;6,49;359;1
NISSAN;4;145;2,5;7,3;10,9;9,86;7,4;315;3
INFINITI;8;390;5;7,3;11,2;8,66;6,49;359;1
NISSAN;4;145;2,5;7,3;10,9;9,86;7,4;315;3
INFINITI;8;390;5;7,3;11,2;8,66;6,49;359;1
NISSAN;4;145;2,5;7,3;10,9;9,86;7,4;315;3
NISSAN;4;145;2,5;7,3;10,9;9,86;7,4;315;3
HYUNDAI;4;190;2,4;7,3;10,2;8,37;6,28;371;0
CHRYSLER;6;283;3,6;7,29;12,34;10,24;7,68;304;3
JEEP;6;205;3,8;7,27;9,5;8,13;6,1;382;0
JEEP;6;205;3,8;7,27;9,5;8,13;6,1;382;0
CHRYSLER;6;283;3,6;7,27;12,3;8,91;6,68;349;1
VW;6;283;3,6;7,27;12,3;8,91;6,68;349;1
CHRYSLER;6;283;3,6;7,27;12,3;8,91;6,68;349;1
CHEVROLET;8;320;5,3;7,27;12,44;8,94;6,71;348;1
JEEP;6;285;3,6;7,21;11,52;9,96;7,47;312;3
JEEP;6;285;3,6;7,21;11,52;8,67;6,5;359;1
JEEP;6;285;3,6;7,21;11,52;8,67;6,5;359;1
LAND ROVER;6;230;3,2;7,2;9,3;9,28;6,96;335;2
TOYOTA;6;270;3,5;7,2;9,8;8,18;6,13;380;0
TOYOTA;6;270;3,5;7,2;9,8;8,18;6,13;380;0
LAND ROVER;6;230;3,2;7,2;9,3;8,01;6,01;388;0
TOYOTA;6;270;3,5;7,2;9,8;8,18;6,13;380;0
LAND ROVER;6;230;3,2;7,2;9,3;8,01;6,01;388;0
ACURA;6;290;3,5;7,2;13,4;10,4;7,8;299;3
ACURA;6;290;3,5;7,2;13,4;10,4;7,8;299;3
ACURA;6;279;3,5;7,2;13,3;10,38;7,78;300;3
ACURA;6;279;3,5;7,2;13,3;10,38;7,78;300;3
HONDA;6;280;3,5;7,2;14,2;10,57;7,92;294;3
HONDA;6;280;3,5;7,2;14,2;10,57;7,92;294;3
HONDA;6;280;3,5;7,2;14,2;10,57;7,92;294;3
HONDA;6;280;3,5;7,2;14,2;10,57;7,92;294;3
MERCEDES;6;268;3,5;7,19;13,69;10,45;7,84;297;3
CHEVROLET;8;320;5,3;7,18;11,61;8,67;6,5;359;1
CHEVROLET;8;320;5,3;7,18;11,61;8,67;6,5;359;1
CHEVROLET;8;320;5,3;7,18;11,61;8,67;6,5;359;1
CHEVROLET;8;320;5,3;7,18;11,61;8,67;6,5;359;1
CHEVROLET;8;320;5,3;7,18;11,61;8,67;6,5;359;1
CHEVROLET;8;320;5,3;7,18;11,61;8,67;6,5;359;1
CHEVROLET;8;320;5,3;7,18;11,61;8,67;6,5;359;1
